;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;304;37;35;35;33;31;32;34;32;35;;;;
2;В них обучающихся, чел.;4873;646;565;563;527;510;512;521;500;529;;;;
3;Число классов с углубленным изучением отдельных предметов, ед.;66;1;5;5;5;5;5;3;5;4;13;15;;
4;В них обучающихся, чел.;1349;14;130;119;111;128;127;72;115;90;240;203;;
5;Число гимназических классов, ед.;;;;;;;;;;;;;;
6;В них обучающихся, чел.;;;;;;;;;;;;;;
7;Число лицейских классов, ед.;;;;;;;;;;;;;;
8;В них обучающихся, чел.;;;;;;;;;;;;;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;370;38;40;40;38;36;37;37;37;39;13;15;;
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";6222;660;695;682;638;638;639;593;615;619;240;203;;
11;в том числе обучаются:          очно;6208;660;695;681;638;634;635;591;612;619;240;203;;
12;очно-заочно;14;;;1;;4;4;2;3;;;;;
13;заочно;;;;;;;;;;;;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);200;11;9;12;14;16;18;15;24;34;21;26;;
15;девочки;3095;340;339;333;290;316;323;294;289;327;130;114;;
16;оставленные на повторное обучение;77;9;6;4;9;8;11;4;5;21;;;;
17;лица с ограниченными возможностями здоровья;579;47;65;72;88;43;61;70;60;67;6;;;
18;из них:                инвалиды;1;;;;1;;;;;;;;;
19;дети-инвалиды;47;9;7;4;5;6;2;7;2;3;2;;;
20;инвалиды (кроме учтенных в строке 18);;;;;;;;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);18;1;1;;2;1;2;2;4;1;3;1;;
22;дети-сироты и дети, оставшиеся без попечения родителей;83;7;4;7;8;3;10;16;10;14;2;2;;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;33;5;2;2;4;2;5;2;4;3;1;3;;
25;из них девочки;14;2;2;1;3;;4;;2;;;;;
26;обучающиеся лица без гражданства;;;;;;;;;;;;;;
