;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;8;1;;;1;1;1;1;;1;1;1;;;
2;В них обучающихся, чел.;62;3;;;4;7;9;10;;7;9;13;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;;;;;;;;;;;;;;;
4;В них обучающихся, чел.;;;;;;;;;;;;;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;1;;;1;;;;;;;;;;;
6;В них обучающихся, чел.;3;;;3;;;;;;;;;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;6;;;;1;;1;;1;1;;1;1;;
8;В них обучающихся, чел.;32;;;;3;;5;;4;8;;7;5;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;;;;;;;;;;;;;;;
10;В них обучающихся, чел.;;;;;;;;;;;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);15;1;;1;2;1;2;1;1;2;1;2;1;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";97;3;;3;7;7;14;10;4;15;9;20;5;;
13;в том числе обучаются:          очно;97;3;;3;7;7;14;10;4;15;9;20;5;;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);18;1;;1;1;1;1;1;;4;6;2;;;
17;девочки;33;1;;1;3;3;4;4;;5;2;9;1;;
18;лица с ограниченными возможностями здоровья;97;3;;3;7;7;14;10;4;15;9;20;5;;
19;из них (из строки 18):             инвалиды;1;;;;;;;;;;;1;;;
20;дети-инвалиды;44;2;;2;6;3;7;2;4;7;;7;4;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;7;;;;1;1;1;;;2;;2;;;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;;;;;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
