;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);32064;384;1;73;4;227;31974;87;3;443;443;7;42;;5;32507;274;6;;;;5
2;в том числе:       получили аттестат об основном общем образовании;31825;381;1;72;4;226;31753;70;2;443;443;7;42;;5;32268;253;6;;;;5
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;10894;15;;8;1;61;10880;14;;22;22;3;13;;2;10916;17;;;;;1
4;получили на ГИА неудовлетворительные результаты;215;;;;;1;201;14;;;;;;;;215;18;;;;;
5;не участвовали в ГИА;24;3;;1;;;20;3;1;;;;;;;24;3;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;2243;6;;3;;9;2242;1;;3;3;;2;;;2246;26;;;;;1
7;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
8;после 1 сентября текущего года;1206;6;;2;;3;1191;14;1;3;3;1;1;;;1209;13;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);11421;30;3;23;9;75;11198;222;1;12;12;2;9;;;11433;101;;;;;2
10;в том числе:       получили аттестат о среднем общем образовании;11358;28;2;22;9;74;11149;208;1;12;12;2;9;;;11370;95;;;;;2
11;получили на ГИА неудовлетворительные результаты;62;2;1;1;;1;48;14;;;;;;;;62;6;;;;;
12;не участвовали в ГИА;1;;;;;;1;;;;;;;;;1;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;2333;3;;3;2;18;2333;;;1;1;;1;;;2334;12;;;;;
14;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
15;после 1 сентября текущего года;22;;;;;;21;1;;;;;;;;22;3;;;;;1
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;11249;26;3;20;9;70;11166;82;1;9;9;1;7;;;11258;97;;;;;2
17;участвовали в ЕГЭ по русскому языку (из строки 16);11247;21;3;15;9;68;11165;82;;9;9;1;7;;;11256;89;;;;;2
18;из них сдали ЕГЭ;11231;21;3;15;9;67;11153;78;;9;9;1;7;;;11240;88;;;;;2
19;участвовали в ЕГЭ по математике (из строки 16);11249;21;3;15;9;66;11166;82;1;9;9;1;7;;;11258;96;;;;;2
20;из них сдали ЕГЭ;11189;20;2;15;9;66;11119;69;1;9;9;1;7;;;11198;89;;;;;2
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;171;4;;3;;5;31;140;;3;3;1;2;;;174;4;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;102;102;;21;;;102;;;930;930;55;252;;;1032;9;9;1;1;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1377;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";957;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";9;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";3;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
