;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);350282;9572;;4023;;26319;2
2;Образовательные программы начального общего образования;143648;2906;54;1656;;10686;
3;из них адаптированные;3783;96;14;23;;521;
4;в том числе:           для глухих;34;;;;;;
5;для слабослышащих и позднооглохших;115;1;;;;1;
6;для слепых;32;;;;;;
7;для слабовидящих;151;;;;;;
8;с тяжелыми нарушениями речи;120;9;1;1;;1;
9;с нарушениями опорно-двигательного аппарата;218;5;3;1;;4;
10;с задержкой психического развития;2314;79;10;20;;508;
11;с расстройствами аутистического спектра;799;2;;1;;7;
12;Образовательные программы основного общего образования;173511;4693;104;2015;;13205;1
13;из них адаптированные;4110;93;29;61;;591;1
14;в том числе:           для глухих;30;;;;;;
15;для слабослышащих и позднооглохших;107;;;1;;1;
16;для слепых;24;;;;;;
17;для слабовидящих;148;4;1;;;1;
18;с тяжелыми нарушениями речи;67;1;;1;;1;
19;с нарушениями опорно-двигательного аппарата;157;18;13;2;;18;1
20;с задержкой психического развития;3434;68;13;57;;568;
21;с расстройствами аутистического спектра;143;2;2;;;2;
22;Образовательные программы среднего общего образования;25487;1877;59;351;;2137;
23;из них адаптированные;44;1;1;2;;4;
24;в том числе:           для глухих;3;;;;;3;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;8;;;;;;
27;для слабовидящих;19;;;1;;1;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;9;1;1;1;;;
30;с задержкой психического развития;4;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);7636;96;13;1;;291;1
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);59;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;34;;;;;;
35;основного общего образования (из строки 12);59;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;29;;;;;;
37;среднего общего образования (из строки 22);152;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);18;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;10;;;;;;
