;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);22270;8638;10786;2154;170;117;7;398;515;21870;380;20
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;1613;684;714;174;14;7;;20;7;1613;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;10;8;;;;;;2;;10;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;228;150;78;;;;;;;228;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;18219;7776;9331;537;152;102;;321;90;18208;10;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;138;15;59;5;28;19;;12;;138;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;302;195;102;5;;;;;;302;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;493;;108;385;;;;;11;460;33;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;542;;71;471;;;;;8;542;;
10;в связи с переходом на семейное образование и самообразование;665;157;373;107;2;3;6;17;8;653;1;11
11;по болезни;4;;;3;;;;1;3;3;1;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;151;;94;56;;;;1;39;122;25;4
13;выбыло по другим причинам;583;21;95;421;2;5;1;38;349;269;310;4
